facturadora,facturada,total
Q8435135992,Q6666,79625
Q8374347050,Q1851779074,84627
Q1527100770,Q7089122617,41760
Q4063404034,Q9388385657,80658
Q5633742877,Q6364730892,5372
Q1728417125,Q0563962909,47743
Q5633742877,Q9388385657,37888
Q2535484805,Q8449780869,61376
Q1773186700,Q1851779074,48639
Q1955927015,Q5899441084,18843
Q1088565265,Q8396980208,84151
Q8620606089,Q1006027194,62378
Q2274080112,Q9453657809,84684
Q7976453880,Q2201628128,25664
Q9388385657,Q9453657809,5231
Q4444,Q8044157700,16922
Q2903404864,Q0482332301,35467
Q2201628128,Q2156262190,84284
Q7135753287,Q0944953579,68220
Q7570562411,Q0563962909,38613
Q0850183150,Q9016400742,20929
Q7135753287,Q4242605006,42062
Q2274080112,Q4115702114,64723
Q7933062949,Q4678003580,57207
Q7135753287,Q5899441084,19719
Q0850183150,Q1111111,68264
Q3536657242,Q5184356482,53099
Q6364730892,Q7933062949,30725
Q5899441084,Q2156262190,21033
Q8620606089,Q8374347050,55649
Q5256483984,Q2201628128,14537
Q5899441084,Q1851779074,53080
Q6905707917,Q7239794431,65447
Q9855629498,Q6723378937,49436
Q8654262468,Q3967623915,67832
Q8888,Q8654262468,65699
Q7933062949,Q0850183150,24901
Q5184356482,Q3618140647,42027
Q8449780869,Q3040648240,67283
Q5572688534,Q7570562411,53336
Q5184356482,Q1799660712,49534
Q8044157700,Q3164435093,95076
Q0177372821,Q4725404460,22478
Q5071998992,Q6236124536,2836
Q2535484805,Q9564636321,86105
Q6454390516,Q4063404034,3473
Q1521208856,Q5369760002,92201
Q272727,Q9564636321,72630
Q2274080112,Q9336212340,8726
Q9564636321,Q7976453880,27358
Q3281523098,Q5184356482,67228
Q1509499132,Q6934466760,2169
Q9855629498,Q9004955745,117
Q6798126526,Q1955927015,51963
Q1468063108,Q2274080112,55776
Q0850183150,Q7135753287,34125
Q1799660712,Q5633742877,86641
Q5256483984,Q8792393276,21195
Q9671059268,Q1111111,47306
Q3611449843,Q1773186700,68678
Q9336212340,Q9671059268,8495
Q6905707917,Q1799660712,56244
Q4725404460,Q1322352860,84856
Q1728417125,Q4195375468,79659
Q5132628476,Q4195375468,56773
Q9671059268,Q5986013964,37684
Q0021942248,Q5986013964,57085
Q0482332301,Q8792393276,29482
Q0000001,Q8620606089,52424
Q5825436105,Q1773186700,16870
Q3611449843,Q1710658261,44094
Q7570562411,Q1955927015,15195
Q0563962909,Q5071998992,79424
Q2641727394,Q8374347050,75708
Q9004955745,Q5997385515,13923
Q0851389296,Q8396980208,6174
Q5633742877,Q1509499132,98753
Q0199943111,Q8202147355,18110
Q7009715042,Q7400418425,64376
Q4063404034,Q1773186700,17688
Q9004955745,Q9016400742,16750
Q5997385515,Q8225522581,7274
Q2280162501,Q1728417125,31204
Q5986013964,Q0177372821,50723
Q4115702114,Q7089122617,70651
Q9004955745,Q6236124536,61025
Q8206014259,Q6723378937,11209
Q2201628128,Q8374347050,52893
Q5369760002,Q4725404460,88392
Q1521208856,Q4242605006,60082
Q6798126526,Q6905707917,44030
Q8206014259,Q7009715042,35305
Q1527100770,Q7239794431,5064
Q9671059268,Q1468063108,46876
Q7089122617,Q9855629498,4235
Q8374347050,Q7009715042,91536
Q272727,Q1509499132,70907
Q8654262468,Q1322352860,60628
Q0482332301,Q9954990406,74572
Q7089122617,Q7570562411,13716
Q4444,Q2274080112,13772
Q2280162501,Q5184356482,47406
Q7933062949,Q4242605006,74487
Q7570562411,Q4678003580,43837
Q1088565265,Q8792393276,86711
Q5184356482,Q9453657809,34625
Q3565078655,Q1527100770,54373
Q5899441084,Q8044157700,56364
Q2201628128,Q5071998992,75724
Q1821647255,Q8435135992,98293
Q5132628476,Q9815722414,58229
Q2903404864,Q3967623915,14908
Q1851779074,Q5899441084,60903
Q55555,Q7400418425,6890
Q8792393276,Q7400418425,90414
Q8225522581,Q7135753287,42713
Q7976453880,Q0850183150,18004
Q0000001,Q6454390516,69122
Q0199943111,Q2274080112,24844
Q9564636321,Q0021942248,55793
Q1799660712,Q3536657242,1438
Q5132628476,Q5572688534,17155
Q4115702114,Q1033745652,85281
Q9388385657,Q7239794431,97339
Q1468063108,Q6934466760,89616
Q5986013964,Q4115702114,12022
Q8374347050,Q9564636321,92575
Q2903404864,Q7089122617,39722
Q0944953579,Q5184356482,52069
Q5132628476,Q1820827878,32452
Q5633742877,Q4063404034,5838
Q2156262190,Q0563962909,8211
Q2280162501,Q8202147355,667
Q3611449843,Q6236124536,95414
Q5997385515,Q9336212340,96433
Q1322352860,Q5986013964,75092
Q5997385515,Q5369760002,93498
Q4444,Q9388385657,26803
Q2641727394,Q6934466760,35107
Q4195375468,Q0177372821,36236
Q2201628128,Q1710658261,21646
Q1821647255,Q272727,86424
Q9453657809,Q4444,30505
Q7570562411,Q9815722414,77660
Q1911467279,Q4444,90387
Q6750581222,Q2201628128,92581
Q8044157700,Q0199943111,33143
Q2903404864,Q8792393276,60285
Q8044157700,Q4242605006,28041
Q1006027194,Q6364730892,22105
Q0021942248,Q6905707917,70999
Q8202147355,Q6454390516,98000
Q5825436105,Q3164435093,74876
Q8202147355,Q0850183150,57481
Q2201628128,Q3565078655,51724
Q9855629498,Q1821647255,76811
Q9336212340,Q8449780869,64672
Q8206014259,Q2535484805,61659
Q5132628476,Q4451605077,79397
Q4725404460,Q6798126526,94451
Q1111111,Q0850183150,24126
Q1710658261,Q2903404864,54996
Q8044157700,Q4115702114,46218
Q5825436105,Q8396980208,6833
Q3611449843,Q0978988285,71848
Q8206014259,Q7400418425,42704
Q9855629498,Q1728417125,41869
Q9954990406,Q5633742877,54096
Q33,Q7009715042,36169
Q1821647255,Q8620606089,83481
Q9855629498,Q272727,25654
Q2641727394,Q7400418425,19735
Q9954990406,Q6750581222,9739
Q0978988285,Q9815722414,27464
Q4678003580,Q8449780869,54882
Q1111111,Q1468063108,82924
Q8449780869,Q2641727394,21221
Q1821647255,Q8449780869,88683
Q1820827878,Q9815722414,34252
Q2201628128,Q5633742877,57186
Q5473512807,Q9815722414,43
Q5132628476,Q8206014259,33527
Q3611449843,Q2903404864,83473
Q2280162501,Q1821647255,39705
Q0944953579,Q6666,55445
Q3967623915,Q6750581222,47718
Q8202147355,Q9453657809,93999
Q1799660712,Q7570562411,92080
Q0944953579,Q7135753287,41999
Q5825436105,Q1799660712,55266
Q8620606089,Q4444,65118
Q9564636321,Q33,92500
Q1955927015,Q0021942248,9627
Q8654262468,Q3536657242,20036
Q9954990406,Q5986013964,5930
Q3618140647,Q4725404460,93846
Q33,Q8225522581,16359
Q9855629498,Q4725404460,78297
Q3967623915,Q8620606089,83250
Q7976453880,Q9388385657,95514
Q8435135992,Q6364730892,57822
Q4195375468,Q8620606089,94696
Q7089122617,Q1955927015,71453
Q4063404034,Q9453657809,86967
Q7976453880,Q33,90758
Q4063404034,Q7976453880,57469
Q9016400742,Q5256483984,24133
Q0199943111,Q7089122617,7913
Q1088565265,Q4451605077,48087
Q9671059268,Q8792393276,19653
Q0850183150,Q8225522581,20713
Q1527100770,Q5572688534,20244
Q5071998992,Q2201628128,79291
Q1521208856,Q9855629498,31912
Q1955927015,Q9855629498,86299
Q8374347050,Q4242605006,60280
Q9855629498,Q2280162501,99065
Q1911467279,Q1509499132,73314
Q8654262468,Q1468063108,18388
Q6798126526,Q7135753287,9557
Q1728417125,Q1851779074,33368
Q9671059268,Q4195375468,88810
Q1322352860,Q5132628476,32844
Q5236930570,Q3611449843,8970
Q8449780869,Q5256483984,69611
Q0021942248,Q1820827878,18688
Q4725404460,Q5986013964,90228
Q5986013964,Q1111111,61839
Q2156262190,Q6454390516,80185
Q1521208856,Q0944953579,51211
Q1006027194,Q2280162501,2441
Q8225522581,Q6723378937,11538
Q7089122617,Q1509499132,15238
Q2280162501,Q6798126526,14509
Q5132628476,Q6723378937,35510
Q4678003580,Q9671059268,84135
Q1911467279,Q5236930570,78506
Q1820827878,Q6750581222,12443
Q3536657242,Q9004955745,60239
Q7239794431,Q1821647255,5158
Q1820827878,Q1509499132,61426
Q0563962909,Q8888,54245
Q5132628476,Q9004955745,89307
Q1773186700,Q9815722414,81607
Q1820827878,Q6236124536,53393
Q5132628476,Q6750581222,28681
Q8620606089,Q8888,80773
Q7135753287,Q8449780869,2637
Q4242605006,Q1527100770,17663
Q0944953579,Q4242605006,42995
Q8654262468,Q2274080112,52347
Q3565078655,Q3611449843,16312
Q4678003580,Q0199943111,404
Q9453657809,Q6750581222,55297
Q2201628128,Q0851389296,40972
Q0482332301,Q3281523098,68045
Q5236930570,Q4195375468,74169
Q7089122617,Q9954990406,67613
Q3536657242,Q3618140647,54846
Q5184356482,Q1088565265,31234
Q8654262468,Q4725404460,83777
Q5236930570,Q8888,35217
Q1006027194,Q7933062949,16616
Q1033745652,Q7976453880,60166
Q8044157700,Q5132628476,99647
Q5825436105,Q7089122617,73705
Q0978988285,Q1088565265,56323
Q6666,Q0563962909,81681
Q8044157700,Q2274080112,62111
Q1955927015,Q1468063108,55596
Q5825436105,Q1468063108,56714
Q3040648240,Q5256483984,81277
Q2641727394,Q7400418425,94152
Q2535484805,Q7933062949,71513
Q5256483984,Q5132628476,23605
Q9954990406,Q9276934764,58979
Q1728417125,Q55555,67261
Q7089122617,Q9564636321,15272
Q5369760002,Q2903404864,56918
Q1728417125,Q7089122617,66606
Q7135753287,Q0944953579,96261
Q4444,Q7570562411,63734
Q2535484805,Q5825436105,52388
Q6666,Q3281523098,96895
Q0177372821,Q5986013964,93466
Q5236930570,Q0978988285,3172
Q7239794431,Q8435135992,91837
Q1911467279,Q0850183150,67573
Q6454390516,Q8202147355,26242
Q7400418425,Q3565078655,36254
Q33,Q8620606089,10834
Q5997385515,Q1006027194,18467
Q0850183150,Q8396980208,27502
Q5899441084,Q0021942248,62065
Q5986013964,Q9954990406,13740
Q7135753287,Q1728417125,24856
Q6454390516,Q7239794431,31355
Q5256483984,Q4242605006,55144
Q1820827878,Q1111111,63848
Q7976453880,Q1820827878,68595
Q9954990406,Q3618140647,67443
Q0021942248,Q6666,82625
Q8044157700,Q5473512807,14768
Q7239794431,Q1820827878,34855
Q9564636321,Q8044157700,51485
Q3040648240,Q4195375468,86278
Q8435135992,Q4115702114,89727
Q5473512807,Q4115702114,26989
Q5473512807,Q4678003580,61046
Q8449780869,Q9276934764,57441
Q0944953579,Q8396980208,24791
Q4115702114,Q2641727394,82540
Q5236930570,Q9453657809,75342
Q3040648240,Q7239794431,15741
Q7400418425,Q2280162501,68087
Q4063404034,Q6723378937,32000
Q8792393276,Q7135753287,91199
Q5997385515,Q7400418425,65985
Q2201628128,Q7135753287,63725
Q1509499132,Q5369760002,86364
Q5256483984,Q0944953579,21167
Q3536657242,Q3040648240,46763
Q5997385515,Q8654262468,21077
Q5132628476,Q5071998992,43778
Q3618140647,Q1521208856,29517
Q0482332301,Q8435135992,368
Q0978988285,Q0850183150,99806
Q4242605006,Q2280162501,47368
Q0851389296,Q7239794431,99457
Q1710658261,Q0177372821,52705
Q1851779074,Q5997385515,90125
Q1773186700,Q4242605006,23612
Q0850183150,Q9815722414,18306
Q6236124536,Q5997385515,14610
Q9004955745,Q8044157700,5387
Q5899441084,Q1468063108,34202
Q9276934764,Q3967623915,43338
Q5184356482,Q6934466760,53486
Q3536657242,Q0563962909,68895
Q4444,Q0199943111,70455
Q1006027194,Q0563962909,33876
Q6666,Q2274080112,6616
Q1820827878,Q0021942248,35899
Q6454390516,Q5473512807,45282
Q8449780869,Q1111111,24217
Q0850183150,Q5997385515,90704
Q4242605006,Q7976453880,79433
Q9336212340,Q0944953579,54911
Q8396980208,Q5986013964,18648
Q4242605006,Q0944953579,65047
Q9954990406,Q6798126526,25332
Q4678003580,Q2903404864,7466
Q2156262190,Q1468063108,48832
Q5236930570,Q7400418425,18460
Q9276934764,Q6364730892,73131
Q9954990406,Q8792393276,53234
Q1820827878,Q3967623915,91978
Q2535484805,Q7239794431,5329
Q2201628128,Q272727,12917
Q4195375468,Q6798126526,62782
Q5997385515,Q1322352860,70129
Q5071998992,Q6666,85028
Q1468063108,Q7976453880,5487
Q9016400742,Q7933062949,88697
Q5071998992,Q4725404460,80938
Q8654262468,Q2201628128,15133
Q0850183150,Q4678003580,73775
Q1851779074,Q9388385657,66983
Q1111111,Q3164435093,97405
Q7135753287,Q6723378937,50685
Q6798126526,Q3611449843,46333
Q5997385515,Q4063404034,47208
Q4678003580,Q6934466760,39904
Q2641727394,Q0850183150,54949
Q7135753287,Q2903404864,97044
Q8435135992,Q7570562411,75421
Q5825436105,Q9004955745,36166
Q5236930570,Q1088565265,1184
Q6905707917,Q0021942248,21293
Q8654262468,Q4451605077,22689
Q55555,Q5184356482,89983
Q8225522581,Q2535484805,36307
Q8792393276,Q2641727394,31699
Q3618140647,Q8202147355,67749
Q0978988285,Q1111111,61151
Q5997385515,Q7570562411,51161
Q5236930570,Q5825436105,62843
Q1820827878,Q8654262468,14924
Q1006027194,Q0177372821,15046
Q9016400742,Q0301971354,67612
Q5825436105,Q3565078655,19990
Q5256483984,Q3536657242,1791
Q8202147355,Q1728417125,25848
Q4451605077,Q5132628476,99261
Q2641727394,Q8202147355,56003
Q5986013964,Q6723378937,82424
Q2903404864,Q0000001,14534
Q3164435093,Q1468063108,3066
Q5184356482,Q0563962909,81700
Q7570562411,Q6236124536,7153
Q0482332301,Q7239794431,82265
Q2201628128,Q9453657809,95914
Q1322352860,Q33,88529
Q1527100770,Q4063404034,72679
Q9815722414,Q8449780869,70628
Q6934466760,Q7976453880,19975
Q9336212340,Q3281523098,56619
Q8449780869,Q9336212340,81712
Q8374347050,Q3281523098,14452
Q1710658261,Q3565078655,49545
Q0177372821,Q3040648240,62468
Q1468063108,Q2903404864,72064
Q4678003580,Q0177372821,91136
Q5899441084,Q5256483984,14340
Q5184356482,Q9855629498,91626
Q5132628476,Q2641727394,1505
Q2535484805,Q9855629498,12288
Q6666,Q4725404460,31494
Q1468063108,Q8792393276,51069
Q4063404034,Q5997385515,30749
Q5256483984,Q6666,82123
Q8620606089,Q9855629498,25691
Q8449780869,Q1728417125,9547
Q5572688534,Q4678003580,17470
Q1710658261,Q8206014259,86440
Q9453657809,Q4444,65556
Q8374347050,Q1468063108,34378
Q0851389296,Q8396980208,78429
Q0850183150,Q4115702114,42280
Q8225522581,Q1955927015,70485
Q8044157700,Q5071998992,40363
Q7135753287,Q3281523098,42971
Q7400418425,Q1006027194,29675
Q1728417125,Q3281523098,99843
Q6934466760,Q9016400742,33631
Q7089122617,Q5132628476,23729
Q5369760002,Q1773186700,78094
Q6454390516,Q8396980208,25217
Q4678003580,Q9453657809,97546
Q6364730892,Q8435135992,86171
Q9855629498,Q4678003580,9125
Q1033745652,Q0563962909,492
Q9453657809,Q7933062949,35915
Q1111111,Q9388385657,71184
Q8206014259,Q6934466760,81189
Q1820827878,Q1006027194,55149
Q2535484805,Q272727,539
Q0301971354,Q33,87909
Q1773186700,Q1322352860,40295
Q7009715042,Q4242605006,55273
Q9276934764,Q2535484805,99495
Q6364730892,Q3611449843,89195
Q9016400742,Q3040648240,40977
Q5899441084,Q5132628476,21089
Q8044157700,Q3618140647,36500
Q6934466760,Q6666,20321
Q1521208856,Q7239794431,61351
Q9954990406,Q0563962909,59089
Q2535484805,Q33,68311
Q8206014259,Q0978988285,56802
Q1820827878,Q5825436105,47244
Q7570562411,Q5825436105,30844
Q5256483984,Q1088565265,69537
Q1527100770,Q0944953579,33774
Q5132628476,Q2274080112,55166
Q1322352860,Q3536657242,77652
Q3611449843,Q6934466760,15435
Q1955927015,Q2156262190,96277
Q5369760002,Q4063404034,29480
Q272727,Q1111111,63361
Q8044157700,Q6798126526,60900
Q5633742877,Q9004955745,23585
Q3164435093,Q33,1369
Q9004955745,Q3611449843,63513
Q5899441084,Q0000001,85056
Q1710658261,Q0021942248,27170
Q7976453880,Q1710658261,50445
Q1468063108,Q5997385515,20627
Q4242605006,Q4195375468,76401
Q6798126526,Q3618140647,81138
Q7570562411,Q9564636321,82222
Q8449780869,Q9016400742,98048
Q1033745652,Q6798126526,88663
Q1955927015,Q7933062949,16807
Q9336212340,Q1799660712,14936
Q3565078655,Q6666,73288
Q5071998992,Q5899441084,22686
Q9276934764,Q0000001,15490
Q5256483984,Q8044157700,78022
Q7933062949,Q1527100770,14102
Q4115702114,Q9815722414,56724
Q4451605077,Q3967623915,51874
Q8792393276,Q7239794431,62645
Q5071998992,Q1728417125,95104
Q5473512807,Q3611449843,93726
Q8202147355,Q8620606089,14096
Q9388385657,Q3281523098,96802
Q5633742877,Q2641727394,6037
Q2535484805,Q4063404034,38148
Q1111111,Q4678003580,14245
Q1728417125,Q5899441084,12016
Q5633742877,Q6723378937,25454
Q5071998992,Q2641727394,74508
Q9855629498,Q2274080112,37651
Q5132628476,Q3611449843,67801
Q1111111,Q1821647255,34954
Q0978988285,Q4115702114,16154
Q5132628476,Q2156262190,95415
Q1509499132,Q0851389296,75917
Q6236124536,Q5997385515,66269
Q1006027194,Q6236124536,51235
Q8202147355,Q0177372821,68452
Q8374347050,Q7976453880,71123
Q2156262190,Q4725404460,19556
Q0944953579,Q7933062949,61536
Q7570562411,Q1821647255,81253
Q7009715042,Q9671059268,72318
Q6798126526,Q0301971354,46083
Q4725404460,Q2903404864,50508
Q8206014259,Q9336212340,23880
Q8654262468,Q8202147355,4799
Q6364730892,Q0021942248,65193
Q2274080112,Q6666,8341
Q5986013964,Q4444,24810
Q1710658261,Q7135753287,72018
Q0944953579,Q8202147355,69885
Q0000001,Q8044157700,53198
Q6364730892,Q1911467279,56669
Q7089122617,Q5899441084,80527
Q2156262190,Q1821647255,75881
Q1820827878,Q1006027194,36086
Q1821647255,Q0978988285,59118
Q7976453880,Q9453657809,98055
Q8044157700,Q7400418425,49995
Q2201628128,Q4451605077,84218
Q9388385657,Q5572688534,5160
Q8435135992,Q1033745652,40537
Q8654262468,Q5473512807,58578
Q9388385657,Q6905707917,97491
Q4115702114,Q1468063108,50485
Q9815722414,Q0301971354,74982
Q272727,Q3536657242,79710
Q7239794431,Q1088565265,13894
Q1468063108,Q1509499132,99089
Q4195375468,Q7135753287,71289
Q4678003580,Q1006027194,13955
Q8396980208,Q5825436105,58274
Q0199943111,Q6364730892,20201
Q0563962909,Q8620606089,75980
Q7009715042,Q9954990406,48980
Q8654262468,Q3967623915,17442
Q0978988285,Q5369760002,22594
Q8396980208,Q9564636321,68240
Q8374347050,Q6236124536,33136
Q8396980208,Q9276934764,90175
Q8888,Q9016400742,49513
Q55555,Q1111111,88240
Q2535484805,Q3618140647,64879
Q5369760002,Q8435135992,82027
Q5236930570,Q1821647255,41296
Q5236930570,Q2274080112,20607
Q8888,Q7135753287,51554
Q3281523098,Q8044157700,70371
Q272727,Q4444,47542
Q8044157700,Q7239794431,59307
Q1799660712,Q33,36209
Q8396980208,Q2535484805,20804
Q8374347050,Q6934466760,16431
Q7933062949,Q1468063108,68675
Q5633742877,Q8888,52888
Q9336212340,Q2903404864,9273
Q4678003580,Q0850183150,85884
Q7239794431,Q8202147355,94548
Q7933062949,Q5071998992,72432
Q1955927015,Q1728417125,27611
Q1773186700,Q1006027194,12692
Q8374347050,Q3611449843,76216
Q9016400742,Q8202147355,76565
Q2201628128,Q5132628476,5694
Q7089122617,Q1033745652,40166
Q2156262190,Q1955927015,46294
Q4242605006,Q2903404864,89862
Q2535484805,Q9815722414,67758
Q1509499132,Q8374347050,19091
Q5071998992,Q6798126526,62639
Q5633742877,Q9336212340,50756
Q1088565265,Q5986013964,17767
Q0177372821,Q1527100770,74861
Q5256483984,Q5825436105,59608
Q9336212340,Q6236124536,24640
Q5997385515,Q3611449843,29134
Q5071998992,Q2641727394,87548
Q3536657242,Q9855629498,66650
Q5899441084,Q7976453880,78929
Q8620606089,Q9855629498,11601
Q1521208856,Q5184356482,25704
Q6750581222,Q1468063108,84060
Q4115702114,Q0199943111,56539
Q9004955745,Q5071998992,14107
Q5572688534,Q0021942248,8711
Q8044157700,Q1521208856,54143
Q7009715042,Q3611449843,29806
Q1851779074,Q0851389296,68751
Q1820827878,Q1088565265,98141
Q9388385657,Q8792393276,854
Q6666,Q8792393276,46050
Q1773186700,Q2280162501,85945
Q6723378937,Q3164435093,65644
Q55555,Q3040648240,87253
Q0301971354,Q6798126526,76792
Q8374347050,Q4195375468,51219
Q1911467279,Q1033745652,41333
Q0199943111,Q1521208856,43841
Q1322352860,Q5572688534,73790
Q0021942248,Q8044157700,79718
Q5132628476,Q0301971354,93576
Q5899441084,Q1821647255,36173
Q0482332301,Q1111111,66443
Q5825436105,Q8206014259,61039
Q5473512807,Q8449780869,13649
Q1821647255,Q1911467279,56912
Q5184356482,Q8374347050,25512
Q4195375468,Q4444,25258
Q5071998992,Q6934466760,61081
Q7009715042,Q1111111,69713
Q2201628128,Q4195375468,64017
Q0000001,Q8206014259,59231
Q5184356482,Q7976453880,9829
Q33,Q0851389296,18000
Q8206014259,Q9388385657,4652
Q2903404864,Q8449780869,12954
Q0199943111,Q6905707917,43132
Q5369760002,Q1521208856,68912
Q1527100770,Q7089122617,8634
Q0944953579,Q6454390516,93176
Q9016400742,Q272727,80955
Q7089122617,Q7933062949,45296
Q8792393276,Q9855629498,33559
Q5184356482,Q9815722414,36283
Q0482332301,Q9016400742,16362
Q9855629498,Q1111111,77282
Q9453657809,Q7570562411,36001
Q8044157700,Q7933062949,58071
Q5997385515,Q8620606089,11691
Q8374347050,Q4063404034,52598
Q1088565265,Q1799660712,92165
Q9016400742,Q9954990406,64771
Q1799660712,Q3618140647,60779
Q9815722414,Q5986013964,47385
Q8206014259,Q3281523098,51205
Q5236930570,Q5071998992,66072
Q7089122617,Q5633742877,62590
Q3281523098,Q1088565265,10901
