id,sexo,edad,edad_r,hab,prov,ccaa,edu,cs,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p2_1,p2_2,p2_3,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_7,p4_8,p4_9,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p5_7,p5_8,p5_9,p5_10,p5_11,p5_12,p6,p7,p8,p9,hab_r,clase_social_r,situacion_laboral_r,educacion_r,recuerdo_r,ponde
1218,2,50,4,5,24,7,4,3,4,2,3,2,2,2,3,1,2,4,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,3,2,5,5,5,5,5,6,2,5,2,5,5,5,0,17,16,19,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.7595835675651532
1219,1,31,2,6,41,1,7,3,4,3,3,4,4,5,4,4,3,4,3,3,3,2,3,2,3,2,2,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,1.04080967667501
1220,1,74,6,6,28,13,4,1,4,4,4,3,4,4,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP,1.2742099453314102
1221,2,36,3,3,3,10,5,3,4,3,3,4,3,3,3,1,3,3,4,4,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,5,4,6,2,4,2,5,5,2,8,2,3,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP,0.86894797979853855
1222,1,36,3,3,7,4,7,3,5,5,5,5,5,4,5,5,4,4,5,5,3,3,3,3,3,2,3,2,2,3,4,4,4,4,2,3,6,1,1,1,1,1,5,4,1,1,5,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,1.043452712186181
1223,2,23,1,4,8,9,6,2,5,5,5,5,3,5,4,1,3,2,3,4,2,1,1,3,2,2,2,3,3,2,1,1,1,1,1,1,5,6,6,1,4,4,6,4,4,4,6,5,7,18,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP,1.1121576243374875
1224,1,68,6,5,3,10,5,5,4,2,4,3,3,6,3,2,3,6,3,4,4,2,2,2,1,1,1,4,4,2,2,3,1,1,1,2,1,5,5,5,5,5,6,1,5,5,5,2,10,1,1,1,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",PSOE,1.3544019654944783
1225,2,24,1,6,8,9,3,7,3,5,3,5,2,1,1,5,4,5,3,4,3,2,1,2,5,4,3,3,2,3,2,2,3,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,9,11,1,19,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",Abstención,1.3693460007014209
1226,1,60,5,5,12,10,6,2,4,2,4,2,4,1,1,1,4,1,1,3,1,1,2,1,2,1,1,3,3,2,2,1,2,1,2,1,3,2,2,2,1,2,2,1,2,2,3,2,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX,0.6240243372189022
1227,1,25,2,5,6,11,4,6,5,5,4,5,5,5,2,3,4,2,1,1,1,2,2,2,1,2,2,4,2,1,1,1,2,1,2,1,4,3,2,3,3,2,2,3,2,3,2,3,8,5,2,2,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PP,0.8508233393554572
1228,2,55,5,6,8,9,5,2,1,3,1,3,2,1,1,2,1,1,3,3,3,1,2,3,2,1,2,4,4,1,2,2,2,1,1,2,5,2,5,2,2,5,5,5,5,5,2,1,5,16,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE,0.6121793404082161
1229,1,52,4,5,8,9,6,4,4,5,4,5,3,4,1,2,4,3,4,5,5,2,3,4,3,3,3,2,2,2,3,3,2,2,2,2,1,2,1,2,1,5,5,1,3,1,2,1,10,2,3,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.6142184284190891
1230,1,33,2,4,3,10,9,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,0,17,16,18,Más de 10.000,Alta / Media Alta,Pensionista,Otros,Abstención,1.0302275428340786
1231,2,23,1,5,35,5,6,1,4,3,3,4,5,4,2,4,4,3,1,3,2,1,1,1,3,2,1,3,3,3,2,1,2,3,3,2,1,6,2,1,1,6,1,1,1,1,1,1,4,1,1,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP,1.0629622933027993
1232,1,62,5,6,41,1,6,1,5,5,5,4,5,4,5,4,5,4,5,5,4,3,3,3,3,3,3,3,2,4,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.7498090081208613
1233,1,60,5,3,4,1,3,4,3,4,1,1,1,1,2,1,2,3,1,1,1,1,1,2,1,1,2,4,4,2,3,2,1,1,2,2,1,5,3,5,1,1,1,3,3,5,3,3,9,18,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE,0.7693807224044709
1234,1,67,6,1,7,4,3,4,4,2,4,2,3,2,3,1,3,2,1,3,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Menos de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PP,2.1460047277623575
1235,2,52,4,3,28,13,4,6,5,4,5,5,4,4,5,1,4,2,5,4,4,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,2,3,2,2,2,10,5,3,5,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",VOX,0.7727218904071428
1236,1,67,6,5,9,7,4,3,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,3,2,3,2,10,5,2,5,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",VOX,1.453828348309572
1237,2,61,5,3,43,9,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,3,4,4,4,4,4,3,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PSOE,0.791085440210416
1238,2,55,5,2,46,10,4,1,6,6,6,4,6,6,6,4,6,6,1,1,4,3,3,3,3,3,3,5,5,5,5,3,5,2,3,2,6,6,6,6,6,6,6,6,6,6,6,6,9,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP,0.8404457029393245
1239,2,39,3,6,28,13,5,4,4,4,4,4,2,4,3,2,4,3,5,5,3,1,1,3,3,3,3,2,2,2,2,2,2,2,1,2,1,5,1,1,1,5,1,1,1,5,1,1,9,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PSOE,0.6473827220996351
1240,2,55,5,5,15,12,5,4,2,2,2,1,2,3,2,1,1,1,3,3,2,1,2,3,1,1,1,4,4,1,2,1,3,1,1,2,6,6,5,6,6,6,6,6,5,6,5,6,2,18,16,18,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención,0.6298304783143786
1241,2,58,5,4,8,9,4,5,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PSOE,0.8475839221055583
1242,1,48,4,6,50,2,5,6,4,3,1,3,3,3,3,1,1,1,1,2,2,3,3,3,2,1,2,3,3,2,2,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,0,17,17,4,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",UP,0.6914225527593504
1243,2,58,5,3,15,12,5,4,3,3,3,4,3,3,3,1,3,3,3,4,5,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,9,14,15,15,Más de 10.000,Media,Parado,"Tercer grado, primer ciclo",Otros,0.7061075664104237
1244,2,40,3,4,28,13,6,2,3,3,4,3,3,3,3,3,3,3,3,2,3,5,5,2,5,5,2,3,5,4,3,3,4,2,4,3,6,5,6,5,6,5,5,6,6,6,6,5,10,18,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS,0.8091822291041322
1245,1,41,3,5,3,10,7,3,3,3,3,5,4,2,3,1,3,3,5,3,2,1,2,2,2,2,2,3,2,1,2,2,2,2,1,2,5,5,5,6,5,5,5,5,5,5,5,5,3,15,15,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.7650857621967563
1246,1,66,6,6,8,9,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,4,4,1,4,4,1,4,1,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP,1.1707181406938434
1247,1,56,5,3,18,1,4,6,5,2,3,3,5,4,2,2,1,1,4,5,4,2,2,3,3,2,2,4,4,1,1,1,2,2,1,1,1,1,1,1,4,1,1,3,1,1,4,1,10,1,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.8703029403831629
1248,2,43,3,3,36,12,5,6,5,5,5,3,4,4,2,3,1,4,5,3,3,2,2,2,2,1,1,4,4,1,2,2,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,0,17,15,16,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",Blanco,0.8723926152835113
1249,1,46,4,1,37,7,7,2,4,4,4,5,4,3,4,1,4,3,4,4,3,2,2,3,3,2,2,3,3,2,2,3,2,1,4,1,1,1,5,1,1,1,1,1,5,1,1,1,10,14,6,3,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS,0.9857416463478451
1250,2,63,5,3,43,9,4,6,5,5,5,5,5,5,4,5,4,5,5,5,5,3,3,3,4,3,4,3,3,3,4,3,2,3,4,2,1,1,1,1,4,1,1,4,4,1,1,4,10,1,1,7,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",ERC,0.7897680199449152
1251,1,58,5,5,33,3,4,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,10,16,15,16,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Blanco,0.80755272069908135
1252,1,51,4,5,36,12,5,6,5,5,5,5,4,5,5,4,4,4,5,5,4,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",PSOE,0.7026717030560301
1253,1,34,2,2,3,10,4,4,4,3,5,4,3,4,5,3,2,2,5,5,4,2,2,3,3,3,3,3,2,2,3,3,2,1,2,2,5,4,5,2,1,1,2,1,1,4,1,5,10,18,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE,1.0143320339766715
1254,1,45,4,5,38,5,5,2,4,4,4,4,5,4,4,3,3,5,3,3,3,2,2,3,3,3,3,4,3,3,1,2,3,2,2,2,6,1,4,1,4,4,4,1,4,1,6,1,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",UP,0.6416480603421908
1255,2,37,3,6,41,1,5,2,3,4,2,5,3,3,3,2,3,2,5,3,4,2,1,1,2,2,2,3,5,2,3,3,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,10,16,16,16,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Blanco,0.7464453319899618
1256,2,55,5,1,46,10,4,6,4,3,4,5,6,4,6,6,6,6,4,4,6,2,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,18,2,18,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención,1.0434477001702782
1257,2,41,3,1,21,1,5,2,2,3,3,3,3,4,3,5,3,3,2,2,2,2,2,5,2,2,1,3,4,2,2,1,2,1,1,2,2,6,6,6,6,6,1,6,6,6,6,6,10,19,5,5,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX,1.1333923325758934
1258,2,56,5,2,18,1,4,4,4,5,4,5,5,4,5,3,4,4,3,4,3,2,5,3,3,3,3,3,3,2,2,2,2,5,2,2,6,6,1,1,4,1,1,1,6,1,6,1,5,1,1,4,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP,0.8315745008146076
1259,2,28,2,4,34,7,4,6,3,4,4,5,2,4,3,1,2,1,5,3,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,6,5,5,6,4,5,6,4,6,6,1,6,10,18,12,1,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PSOE,1.2505081060772116
1260,1,52,4,2,41,1,3,4,5,5,5,5,4,5,3,1,5,5,4,5,4,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,5,5,5,5,5,5,5,5,3,5,5,5,10,3,3,1,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE,0.820164193630201
1261,1,59,5,6,8,9,4,4,5,1,4,5,4,5,5,1,4,5,5,5,5,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,5,5,5,10,1,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.5974823893889538
1262,2,26,2,5,35,5,7,2,5,4,5,5,4,5,4,2,4,4,4,5,1,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,5,6,1,1,1,1,1,4,5,5,5,1,8,18,16,12,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Otros,0.894174668338032
1263,2,62,5,6,28,13,6,4,4,4,4,3,3,3,3,1,3,2,1,2,2,1,1,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,17,15,18,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.5927193962571031
1264,1,63,5,3,2,8,5,3,4,2,3,5,1,1,3,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,2,5,2,5,5,2,5,2,5,5,5,10,2,1,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",CS,0.8027843972938841
1265,1,18,1,4,35,5,4,3,5,4,4,5,5,4,5,3,5,3,5,5,3,2,2,3,2,3,2,3,2,2,2,2,2,3,3,3,5,2,1,5,4,1,5,1,2,5,2,2,8,2,2,18,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Abstención,1.272868251317468
1266,2,27,2,3,35,5,7,4,4,3,4,5,6,5,6,1,6,6,4,5,5,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,10,12,12,12,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",Otros,0.9911798398400419
1267,2,48,4,1,43,9,3,4,3,3,5,4,3,5,1,5,2,3,5,4,4,2,2,3,3,3,3,4,4,2,2,2,1,2,2,2,1,1,1,1,4,4,1,4,4,1,4,1,10,1,12,1,Menos de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE,0.9182901906819138
1268,1,65,6,5,3,10,4,6,4,3,4,6,5,2,5,2,4,3,4,3,5,3,2,4,2,1,2,3,4,4,5,3,1,2,4,3,3,2,1,5,4,4,5,4,6,3,5,3,8,1,3,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE,1.352146435931826
1269,1,44,3,3,46,10,4,6,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,3,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",CS,0.854619387669455
1270,2,28,2,3,10,11,6,4,3,3,2,3,4,4,3,4,3,6,4,4,4,2,3,3,3,3,3,3,3,4,4,3,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,6,16,17,18,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.8542675352071467
1271,1,62,5,2,21,1,4,5,6,6,4,4,4,5,2,1,1,4,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,2,5,2,2,5,5,5,5,2,10,2,5,3,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",CS,0.9300744120302424
1272,2,51,4,5,28,13,5,2,5,2,3,5,2,3,2,1,2,2,5,5,2,2,2,2,1,2,2,2,5,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,3,2,2,2,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP,0.6162599825854138
1273,2,51,4,1,15,12,4,6,1,5,5,5,1,5,1,1,1,1,3,5,4,2,2,5,2,2,1,2,2,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,5,5,6,6,18,2,5,Menos de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",VOX,1.0505326807710835
1274,2,47,4,6,29,1,5,6,4,4,3,4,4,4,6,6,3,4,4,4,4,5,3,3,3,5,5,5,4,2,5,1,2,2,1,2,1,1,1,1,4,1,1,4,1,1,4,1,10,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",PSOE,0.7637200706065603
1275,1,68,6,1,28,13,3,5,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,1,3,3,2,3,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE,1.9501053783551043
1276,2,55,5,6,41,1,5,3,3,4,4,5,4,4,4,1,4,4,5,4,3,3,3,3,3,2,2,5,3,2,3,3,2,2,2,2,1,1,1,1,5,1,1,4,1,5,1,1,10,14,1,15,Más de 10.000,Alta / Media Alta,Trabajo del hogar no remunerado,"Tercer grado, primer ciclo",Otros,0.7671542031706637
1277,2,50,4,3,46,10,4,3,3,1,4,3,2,1,3,1,3,2,3,4,3,2,2,2,2,2,2,3,3,1,3,3,1,1,1,3,5,2,5,2,5,5,5,5,3,5,5,3,10,5,16,5,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",VOX,0.7949099252912488
1278,2,56,5,4,35,5,7,5,5,5,5,5,3,5,5,3,4,3,5,5,5,2,3,3,4,3,3,3,3,2,3,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,18,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.875466754693537
1279,2,46,4,1,8,9,7,2,5,5,5,5,5,5,3,5,4,5,3,4,2,2,2,3,5,3,2,4,3,2,2,2,1,4,1,2,1,1,6,1,1,5,5,1,1,1,5,1,8,1,1,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.9287461783652812
1280,2,54,4,5,21,1,4,4,5,3,5,4,5,4,3,1,3,6,4,4,3,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,6,2,6,2,6,6,6,6,6,6,2,2,10,2,3,1,Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PSOE,0.6946510239476055
1281,2,43,3,1,26,17,4,3,5,3,3,3,4,5,3,1,5,4,2,5,2,1,2,1,1,2,2,2,3,2,3,3,2,2,2,3,5,5,6,6,6,5,6,5,6,6,6,6,10,18,17,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE,1.2922985742983506
1282,1,73,6,5,6,11,3,6,2,2,2,3,2,2,1,1,2,1,4,2,1,1,1,2,2,1,1,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PP,1.1992905762649642
1283,2,56,5,2,17,9,4,4,5,5,5,5,4,5,5,5,5,5,5,5,1,2,2,2,3,2,2,4,4,2,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,8,8,8,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",JXCAT,0.7448928256188174
1284,2,57,5,4,3,10,6,2,5,3,4,5,3,5,4,3,4,4,4,5,3,2,2,2,2,2,2,2,3,2,2,2,1,5,3,2,5,5,5,5,5,5,6,5,5,5,5,5,1,17,12,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.7593543828610361
1285,2,34,2,6,28,13,4,6,4,3,4,5,4,4,4,3,4,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,4,5,4,5,5,5,5,10,18,15,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.9215171193706821
1286,2,45,4,5,26,17,6,2,4,5,6,5,6,5,3,2,5,3,5,5,3,2,3,2,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.7136244845276916
1287,2,52,4,4,11,1,4,7,5,5,3,5,5,5,3,1,4,3,4,5,3,3,4,4,4,3,4,4,4,3,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE,1.2841190161663596
1288,2,43,3,2,8,9,4,5,3,4,4,5,3,4,5,5,3,3,4,4,3,3,3,3,3,2,2,4,4,2,2,2,3,2,2,2,1,5,1,6,4,4,1,4,4,6,5,4,10,7,7,7,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",ERC,0.9218468041149664
1289,1,39,3,3,7,4,8,2,4,4,4,5,2,4,4,2,5,2,3,3,3,2,2,2,2,1,2,4,4,1,1,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP,0.9295572551011155
1290,2,29,2,3,41,1,4,7,4,4,4,4,4,4,6,1,4,6,6,3,6,1,1,5,1,1,5,1,5,5,2,2,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,0,17,17,12,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Otros,1.6486746869373423
1291,2,62,5,6,28,13,4,4,5,5,5,3,3,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,2,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",PP,0.5927193962571031
1292,1,65,6,2,28,13,4,7,4,4,4,5,3,4,3,2,3,3,4,4,4,2,2,2,2,1,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,18,2,16,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Blanco,2.1467779278587216
1293,2,47,4,5,25,9,4,3,5,4,4,4,4,3,5,4,4,4,4,5,4,2,3,3,2,2,2,3,3,2,2,2,2,2,3,2,1,5,5,5,4,4,5,4,1,5,5,5,0,4,4,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.7064363367853036
1294,1,58,5,2,18,1,5,5,4,4,4,5,4,4,4,3,3,3,3,4,3,5,3,3,3,2,3,3,4,2,2,2,2,2,2,1,5,1,1,5,5,4,1,1,5,1,1,5,10,6,6,6,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",MP,0.9300744120302424
1295,1,65,6,6,28,13,4,6,3,3,2,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,8,3,3,3,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",CS,1.2821887694963152
1296,1,59,5,4,29,1,4,4,5,3,3,3,4,2,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,10,1,5,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.8243290764073946
1297,1,46,4,1,16,8,7,3,1,5,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,5,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX,1.0558651961217231
1298,2,46,4,2,28,13,5,6,1,3,4,5,3,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",PP,0.8244163827376909
1299,1,47,4,1,49,7,4,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,3,3,3,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP,0.97464399367019106
1300,1,65,6,3,29,1,7,4,3,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,3,3,3,3,3,5,3,6,3,3,5,3,10,5,5,5,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",VOX,1.4905668031038684
1301,2,43,3,4,13,8,4,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",VOX,0.9517144689321123
1302,2,25,2,2,3,10,7,1,5,6,5,5,5,4,4,2,6,6,5,3,3,2,2,4,3,2,3,4,3,4,3,5,2,3,5,3,6,5,2,4,5,1,5,4,3,3,5,2,10,1,6,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,1.1551404153198341
1303,2,23,1,6,50,2,5,2,5,4,4,4,3,5,1,2,3,3,4,4,4,2,2,3,2,2,2,2,3,2,3,3,2,2,3,3,5,5,6,1,6,5,6,4,1,5,6,6,3,18,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE,0.9214067320029311
