MAGNITUD,ANO,MES,DIA,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
12,2020,4,27,16.0,13.0,11.0,12.0,18.0,20.0,27.0,42.0,48.0,30.0,21.0,18.0,16.0,15.0,17.0,19.0,17.0,19.0,16.0,17.0,21.0,28.0,66.0,68.0
14,2020,4,27,79.92,77.42,77.18,73.09,62.29,61.64,54.95,51.9,51.68,68.72,83.05,87.9,93.19,92.21,89.54,87.11,86.94,84.75,85.13,87.13,82.32,75.65,45.61,41.9
6,2020,4,28,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,4,28,7.0,5.0,4.0,5.0,5.0,7.0,16.0,29.0,15.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
8,2020,4,28,21.0,8.0,5.0,9.0,8.0,27.0,42.0,57.0,31.0,16.0,11.0,10.0,8.0,9.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,8.0,10.0,7.0
9,2020,4,28,5.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,9.0,5.0,4.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,4.0
10,2020,4,28,5.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,10.0,6.0,5.0,3.0,3.0,3.0,6.0,2.0,3.0,2.0,4.0,6.0,4.0,5.0,4.0,5.0
12,2020,4,28,33.0,15.0,12.0,16.0,15.0,37.0,68.0,102.0,54.0,27.0,23.0,19.0,17.0,18.0,16.0,15.0,18.0,14.0,14.0,14.0,14.0,16.0,17.0,14.0
14,2020,4,28,52.04,73.27,74.26,66.41,66.42,42.48,34.47,21.25,45.77,61.21,66.33,75.73,80.19,79.68,83.74,86.54,85.52,84.37,79.88,80.55,79.13,76.73,73.18,73.64
6,2020,4,29,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,4,29,4.0,5.0,5.0,5.0,5.0,7.0,14.0,83.0,30.0,15.0,10.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,2020,4,29,6.0,12.0,8.0,12.0,17.0,22.0,38.0,75.0,50.0,24.0,15.0,9.0,9.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,8.0,10.0,8.0,7.0
9,2020,4,29,4.0,4.0,3.0,3.0,2.0,3.0,5.0,8.0,12.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,8.0,7.0,4.0,4.0,2.0,4.0,4.0
10,2020,4,29,5.0,4.0,4.0,4.0,3.0,3.0,6.0,10.0,13.0,7.0,3.0,5.0,4.0,4.0,6.0,5.0,6.0,9.0,9.0,6.0,5.0,4.0,5.0,5.0
12,2020,4,29,13.0,20.0,16.0,19.0,25.0,32.0,59.0,202.0,95.0,46.0,31.0,19.0,19.0,16.0,18.0,16.0,14.0,12.0,15.0,15.0,15.0,18.0,16.0,15.0
14,2020,4,29,70.11,64.53,64.75,58.23,50.47,45.58,26.96,9.86,25.91,49.67,60.27,73.9,76.9,77.69,79.24,81.29,82.37,79.79,75.06,74.12,72.45,67.47,66.94,67.88
6,2020,4,30,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,4,30,5.0,5.0,4.0,5.0,5.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0
8,2020,4,30,5.0,4.0,3.0,4.0,3.0,4.0,12.0,24.0,24.0,11.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,9.0,10.0,11.0,6.0
9,2020,4,30,2.0,5.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,0.0,4.0,6.0,6.0,4.0,1.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,4.0
10,2020,4,30,3.0,5.0,2.0,4.0,4.0,6.0,5.0,8.0,5.0,4.0,3.0,6.0,7.0,7.0,5.0,3.0,4.0,5.0,6.0,6.0,3.0,3.0,4.0,5.0
12,2020,4,30,12.0,11.0,10.0,11.0,11.0,11.0,21.0,36.0,37.0,20.0,16.0,17.0,16.0,17.0,17.0,17.0,18.0,17.0,14.0,16.0,18.0,18.0,20.0,13.0
14,2020,4,30,67.58,67.81,70.68,69.03,76.67,79.37,72.05,61.81,60.77,71.45,77.21,80.35,82.86,83.41,83.75,80.2,76.95,77.19,76.24,73.56,72.24,70.91,69.03,72.39
6,2020,5,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,5,1,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,2020,5,1,4.0,4.0,4.0,4.0,4.0,4.0,7.0,12.0,11.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,7.0,6.0,7.0,7.0
9,2020,5,1,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,6.0,2.0,3.0,6.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
10,2020,5,1,5.0,5.0,5.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,3.0,5.0,7.0,5.0,6.0,4.0,1.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0
12,2020,5,1,11.0,11.0,11.0,11.0,11.0,11.0,14.0,20.0,20.0,16.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,15.0,14.0,15.0,16.0
14,2020,5,1,73.58,74.52,71.49,68.96,68.59,68.22,59.57,57.13,56.33,59.2,60.91,59.68,58.88,58.75,57.17,56.78,57.12,56.82,56.18,55.02,51.74,49.8,48.25,46.0
6,2020,5,2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2
7,2020,5,2,6.0,5.0,5.0,8.0,5.0,6.0,7.0,19.0,27.0,16.0,10.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,10.0,9.0,6.0
8,2020,5,2,10.0,5.0,5.0,10.0,8.0,10.0,17.0,29.0,30.0,19.0,11.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,6.0,25.0,25.0,15.0
9,2020,5,2,2.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,7.0,9.0,3.0,4.0,6.0,9.0,6.0,4.0,4.0,7.0,6.0,11.0,10.0,7.0,5.0
10,2020,5,2,2.0,3.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,8.0,10.0,5.0,5.0,7.0,11.0,8.0,5.0,6.0,8.0,7.0,12.0,11.0,9.0,7.0
12,2020,5,2,19.0,13.0,12.0,22.0,16.0,18.0,28.0,58.0,72.0,44.0,26.0,15.0,13.0,13.0,11.0,12.0,11.0,10.0,10.0,10.0,13.0,39.0,38.0,24.0
14,2020,5,2,43.22,44.29,43.14,33.31,32.05,31.27,24.31,14.1,18.41,28.53,39.48,48.78,54.32,59.7,68.11,66.74,64.43,65.57,67.25,68.61,65.35,44.45,39.01,46.39
6,2020,5,3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.6,0.4
7,2020,5,3,9.0,6.0,6.0,5.0,5.0,5.0,8.0,16.0,12.0,11.0,10.0,8.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,7.0,20.0,26.0,7.0
8,2020,5,3,23.0,21.0,24.0,16.0,8.0,10.0,19.0,24.0,17.0,16.0,15.0,13.0,9.0,6.0,5.0,5.0,4.0,5.0,8.0,10.0,31.0,65.0,70.0,35.0
9,2020,5,3,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,9.0,11.0,7.0,5.0,7.0,11.0,12.0,8.0,7.0,5.0,8.0,7.0,8.0,11.0,14.0
10,2020,5,3,7.0,6.0,6.0,7.0,7.0,6.0,5.0,7.0,6.0,11.0,13.0,9.0,8.0,10.0,13.0,14.0,10.0,9.0,7.0,10.0,9.0,13.0,18.0,18.0
12,2020,5,3,37.0,30.0,33.0,24.0,15.0,18.0,31.0,49.0,35.0,32.0,30.0,26.0,19.0,13.0,12.0,13.0,11.0,13.0,15.0,18.0,42.0,96.0,109.0,45.0
14,2020,5,3,39.56,37.49,27.56,28.95,32.14,25.9,16.91,12.16,18.95,30.22,42.55,53.59,65.8,76.68,78.62,79.31,82.06,82.92,85.28,85.6,66.38,22.24,17.41,38.26
6,2020,5,4,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,5,4,6.0,5.0,5.0,6.0,6.0,9.0,14.0,32.0,33.0,31.0,21.0,18.0,21.0,23.0,23.0,15.0,9.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0
8,2020,5,4,29.0,22.0,17.0,20.0,21.0,26.0,30.0,46.0,47.0,47.0,39.0,39.0,40.0,43.0,47.0,47.0,25.0,9.0,8.0,12.0,12.0,9.0,8.0,15.0
9,2020,5,4,10.0,8.0,6.0,7.0,5.0,8.0,8.0,10.0,11.0,11.0,14.0,8.0,9.0,11.0,14.0,10.0,2.0,10.0,13.0,13.0,13.0,10.0,10.0,3.0
10,2020,5,4,12.0,10.0,8.0,8.0,6.0,9.0,10.0,11.0,14.0,15.0,18.0,13.0,19.0,20.0,21.0,17.0,11.0,28.0,31.0,30.0,29.0,21.0,15.0,5.0
12,2020,5,4,39.0,30.0,25.0,29.0,31.0,39.0,52.0,95.0,98.0,95.0,71.0,66.0,73.0,78.0,82.0,69.0,39.0,17.0,17.0,20.0,20.0,16.0,15.0,25.0
14,2020,5,4,36.18,37.74,37.69,32.02,27.16,23.64,21.66,15.54,17.48,20.42,37.4,40.17,42.16,44.43,43.1,48.35,72.93,86.1,87.61,82.69,81.33,81.71,76.13,67.28
6,2020,5,5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,5,5,10.0,5.0,5.0,5.0,5.0,7.0,8.0,16.0,10.0,10.0,7.0,6.0,6.0,6.0,9.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,6.0,5.0
8,2020,5,5,29.0,13.0,16.0,12.0,13.0,23.0,30.0,46.0,28.0,19.0,11.0,8.0,8.0,9.0,13.0,9.0,9.0,7.0,8.0,10.0,10.0,16.0,30.0,29.0
9,2020,5,5,3.0,4.0,5.0,7.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,12.0,10.0,7.0,2.0,1.0,1.0
10,2020,5,5,5.0,6.0,7.0,9.0,6.0,5.0,6.0,5.0,7.0,6.0,4.0,4.0,6.0,5.0,6.0,5.0,7.0,9.0,16.0,13.0,10.0,4.0,3.0,1.0
12,2020,5,5,44.0,20.0,24.0,20.0,21.0,34.0,42.0,71.0,42.0,34.0,22.0,17.0,17.0,17.0,27.0,19.0,18.0,14.0,13.0,15.0,14.0,21.0,39.0,37.0
14,2020,5,5,54.77,64.52,55.43,57.04,57.05,49.57,43.73,35.45,57.34,72.49,82.85,90.29,96.42,97.62,94.77,97.44,100.8,97.51,94.1,95.0,93.37,83.79,65.32,65.15
6,2020,5,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.6,0.4
7,2020,5,6,7.0,5.0,9.0,5.0,6.0,6.0,10.0,12.0,38.0,50.0,31.0,18.0,21.0,21.0,10.0,10.0,7.0,6.0,6.0,6.0,8.0,18.0,31.0,7.0
8,2020,5,6,26.0,18.0,22.0,15.0,14.0,16.0,22.0,33.0,44.0,55.0,48.0,35.0,40.0,42.0,27.0,26.0,21.0,19.0,16.0,17.0,35.0,75.0,96.0,52.0
9,2020,5,6,1.0,4.0,3.0,2.0,3.0,1.0,3.0,5.0,4.0,8.0,10.0,5.0,7.0,7.0,5.0,7.0,6.0,3.0,4.0,8.0,4.0,7.0,9.0,9.0
10,2020,5,6,3.0,6.0,5.0,5.0,4.0,2.0,5.0,5.0,7.0,16.0,19.0,11.0,15.0,15.0,12.0,12.0,10.0,7.0,7.0,10.0,6.0,15.0,18.0,15.0
12,2020,5,6,37.0,25.0,35.0,22.0,23.0,26.0,37.0,51.0,103.0,131.0,95.0,63.0,73.0,74.0,43.0,42.0,32.0,29.0,25.0,27.0,48.0,103.0,143.0,63.0
14,2020,5,6,61.74,66.81,55.19,54.38,47.71,39.38,33.34,24.8,15.66,18.29,38.13,57.63,64.28,69.46,86.01,94.87,108.1,116.9,121.8,121.1,96.31,42.94,17.74,51.01
6,2020,5,7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,5,7,5.0,5.0,6.0,5.0,5.0,4.0,8.0,13.0,24.0,28.0,18.0,21.0,14.0,12.0,11.0,10.0,10.0,9.0,9.0,7.0,5.0,5.0,6.0,6.0
8,2020,5,7,29.0,27.0,31.0,32.0,24.0,17.0,28.0,44.0,60.0,52.0,38.0,37.0,28.0,22.0,24.0,22.0,22.0,24.0,27.0,25.0,25.0,25.0,18.0,19.0
9,2020,5,7,4.0,8.0,8.0,5.0,1.0,3.0,4.0,8.0,9.0,9.0,7.0,6.0,8.0,7.0,12.0,15.0,15.0,17.0,15.0,14.0,13.0,11.0,11.0,4.0
10,2020,5,7,8.0,11.0,11.0,8.0,3.0,6.0,6.0,11.0,12.0,16.0,17.0,12.0,16.0,21.0,22.0,23.0,24.0,27.0,25.0,24.0,23.0,20.0,18.0,9.0
12,2020,5,7,38.0,34.0,41.0,40.0,32.0,24.0,40.0,64.0,98.0,96.0,67.0,69.0,49.0,40.0,42.0,37.0,37.0,38.0,41.0,36.0,33.0,33.0,26.0,28.0
14,2020,5,7,69.7,59.74,46.47,42.59,53.79,63.45,52.0,33.77,23.97,44.78,59.98,65.86,77.11,77.74,73.24,76.33,77.31,74.24,78.05,82.23,78.52,78.69,80.87,78.92
6,2020,5,8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,5,8,5.0,4.0,4.0,5.0,5.0,5.0,10.0,18.0,21.0,19.0,16.0,14.0,15.0,14.0,9.0,11.0,8.0,11.0,8.0,8.0,9.0,5.0,5.0,5.0
8,2020,5,8,17.0,11.0,9.0,10.0,12.0,12.0,35.0,55.0,48.0,36.0,29.0,27.0,29.0,29.0,20.0,22.0,16.0,22.0,17.0,18.0,38.0,18.0,13.0,13.0
9,2020,5,8,16.0,8.0,5.0,2.0,8.0,3.0,8.0,8.0,9.0,10.0,10.0,6.0,5.0,7.0,8.0,8.0,7.0,9.0,11.0,4.0,8.0,10.0,10.0,7.0
10,2020,5,8,18.0,11.0,8.0,5.0,10.0,5.0,10.0,10.0,13.0,19.0,28.0,12.0,13.0,15.0,16.0,14.0,13.0,18.0,19.0,10.0,13.0,16.0,15.0,10.0
12,2020,5,8,25.0,18.0,16.0,18.0,19.0,21.0,50.0,82.0,80.0,65.0,53.0,48.0,52.0,50.0,34.0,39.0,28.0,39.0,29.0,30.0,51.0,25.0,21.0,20.0
14,2020,5,8,79.76,81.68,81.6,80.92,79.28,78.54,59.12,42.76,52.01,61.47,69.24,77.27,83.74,89.97,101.9,99.11,106.0,97.89,100.7,101.0,79.04,87.0,86.09,83.86
6,2020,5,9,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,5,9,11.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0
8,2020,5,9,35.0,22.0,12.0,8.0,13.0,8.0,12.0,13.0,13.0,9.0,8.0,8.0,9.0,9.0,8.0,6.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0
9,2020,5,9,6.0,7.0,8.0,8.0,9.0,7.0,9.0,7.0,9.0,10.0,9.0,7.0,5.0,5.0,6.0,7.0,10.0,7.0,9.0,15.0,14.0,14.0,10.0,1.0
10,2020,5,9,10.0,11.0,11.0,12.0,12.0,10.0,12.0,10.0,12.0,13.0,13.0,11.0,10.0,9.0,10.0,11.0,14.0,11.0,13.0,18.0,18.0,18.0,13.0,1.0
12,2020,5,9,51.0,29.0,19.0,16.0,20.0,15.0,19.0,23.0,23.0,18.0,17.0,18.0,17.0,17.0,17.0,14.0,10.0,11.0,12.0,8.0,10.0,12.0,12.0,12.0
14,2020,5,9,58.7,63.97,75.23,73.94,68.72,75.34,68.87,65.76,67.87,73.64,77.4,80.12,84.39,88.41,90.33,96.29,101.0,97.92,95.93,93.47,87.88,81.62,80.56,89.46
6,2020,5,10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,5,10,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0
8,2020,5,10,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,5.0,5.0
9,2020,5,10,7.0,4.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,3.0,3.0,6.0,12.0,9.0,9.0,6.0,1.0,4.0
10,2020,5,10,10.0,5.0,10.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,8.0,4.0,5.0,6.0,8.0,13.0,11.0,10.0,8.0,2.0,6.0
12,2020,5,10,12.0,11.0,10.0,11.0,11.0,11.0,11.0,13.0,14.0,14.0,13.0,12.0,11.0,10.0,12.0,10.0,8.0,7.0,7.0,6.0,7.0,12.0,11.0,11.0
14,2020,5,10,82.39,77.92,76.88,69.85,59.62,63.34,62.94,61.42,63.1,65.74,68.42,73.97,77.39,79.26,80.42,80.19,80.25,81.28,78.3,78.53,76.02,70.53,69.06,66.03
6,2020,5,11,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,5,11,4.0,4.0,5.0,5.0,5.0,5.0,7.0,10.0,11.0,11.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0
8,2020,5,11,4.0,4.0,5.0,5.0,5.0,6.0,11.0,20.0,21.0,19.0,14.0,11.0,9.0,8.0,11.0,10.0,11.0,9.0,11.0,11.0,13.0,13.0,13.0,17.0
9,2020,5,11,6.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,7.0,6.0,1.0,1.0,3.0,1.0,1.0,4.0
10,2020,5,11,7.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,9.0,7.0,2.0,1.0,4.0,2.0,1.0,4.0
12,2020,5,11,10.0,10.0,12.0,13.0,12.0,13.0,22.0,35.0,39.0,36.0,26.0,24.0,21.0,19.0,22.0,21.0,23.0,20.0,22.0,20.0,21.0,23.0,22.0,28.0
14,2020,5,11,64.18,68.51,66.46,60.64,57.03,56.41,52.85,47.57,49.6,55.28,62.73,69.31,74.88,76.64,77.23,77.02,71.64,74.53,76.0,75.91,71.06,68.9,67.36,60.45
6,2020,5,12,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2
7,2020,5,12,7.0,5.0,5.0,5.0,5.0,5.0,8.0,13.0,18.0,23.0,17.0,21.0,17.0,19.0,14.0,12.0,10.0,11.0,14.0,10.0,11.0,8.0,8.0,5.0
8,2020,5,12,26.0,14.0,8.0,6.0,6.0,6.0,23.0,39.0,47.0,44.0,39.0,42.0,34.0,30.0,26.0,29.0,29.0,37.0,45.0,38.0,32.0,29.0,20.0,12.0
9,2020,5,12,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,7.0,5.0,7.0,11.0,12.0,7.0,5.0,3.0,4.0,5.0,6.0,1.0,2.0,2.0,4.0
10,2020,5,12,5.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0,9.0,8.0,11.0,19.0,24.0,12.0,7.0,4.0,6.0,7.0,7.0,2.0,2.0,2.0,4.0
12,2020,5,12,37.0,21.0,16.0,14.0,13.0,14.0,36.0,59.0,75.0,80.0,65.0,75.0,61.0,59.0,48.0,47.0,45.0,54.0,67.0,54.0,49.0,42.0,32.0,19.0
14,2020,5,12,44.9,48.95,50.33,54.57,58.25,60.01,42.68,30.6,25.36,33.21,40.15,38.45,41.81,43.7,58.71,74.93,67.62,66.82,62.49,68.21,68.01,66.08,69.96,72.07
6,2020,5,13,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2
7,2020,5,13,5.0,5.0,4.0,5.0,4.0,5.0,7.0,8.0,12.0,10.0,9.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,5.0,13.0,6.0,5.0
8,2020,5,13,7.0,7.0,6.0,7.0,5.0,9.0,18.0,28.0,33.0,23.0,15.0,12.0,11.0,9.0,9.0,11.0,12.0,11.0,13.0,18.0,14.0,56.0,29.0,21.0
9,2020,5,13,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,6.0,4.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0
10,2020,5,13,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,8.0,4.0,4.0,6.0,7.0,6.0,6.0,7.0,5.0
12,2020,5,13,14.0,14.0,12.0,14.0,12.0,18.0,28.0,41.0,52.0,39.0,29.0,22.0,22.0,20.0,19.0,21.0,24.0,20.0,22.0,29.0,22.0,75.0,39.0,28.0
14,2020,5,13,74.74,78.63,71.6,69.58,74.5,66.44,59.37,52.01,49.89,58.86,66.77,75.56,80.62,83.67,86.52,83.83,87.01,87.86,87.81,80.07,82.81,43.14,62.14,64.67
6,2020,5,14,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,5,14,8.0,8.0,5.0,5.0,6.0,5.0,7.0,10.0,10.0,8.0,6.0,9.0,8.0,9.0,8.0,9.0,7.0,6.0,8.0,7.0,8.0,10.0,9.0,7.0
8,2020,5,14,37.0,43.0,23.0,17.0,19.0,13.0,13.0,33.0,34.0,32.0,22.0,32.0,24.0,20.0,14.0,13.0,12.0,14.0,20.0,21.0,33.0,42.0,47.0,24.0
9,2020,5,14,6.0,7.0,7.0,5.0,8.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0
10,2020,5,14,8.0,9.0,9.0,6.0,9.0,6.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,6.0,4.0,5.0,4.0,3.0,7.0,6.0,6.0,7.0
12,2020,5,14,50.0,55.0,29.0,24.0,27.0,21.0,23.0,48.0,48.0,44.0,31.0,46.0,37.0,34.0,26.0,26.0,22.0,24.0,33.0,32.0,46.0,58.0,61.0,34.0
14,2020,5,14,36.96,21.36,33.44,35.48,31.64,46.12,68.51,54.33,54.22,68.61,82.53,74.8,80.06,76.97,86.16,88.65,91.53,88.75,83.06,78.06,65.47,51.21,40.16,58.19
6,2020,5,15,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2
7,2020,5,15,6.0,5.0,4.0,5.0,5.0,5.0,9.0,47.0,13.0,13.0,7.0,8.0,7.0,7.0,8.0,9.0,7.0,9.0,9.0,6.0,7.0,7.0,6.0,6.0
8,2020,5,15,17.0,9.0,10.0,9.0,9.0,11.0,34.0,58.0,40.0,23.0,12.0,16.0,16.0,12.0,16.0,26.0,22.0,27.0,25.0,15.0,16.0,24.0,17.0,17.0
9,2020,5,15,2.0,4.0,1.0,2.0,1.0,2.0,4.0,5.0,6.0,6.0,3.0,1.0,4.0,5.0,5.0,3.0,6.0,10.0,8.0,4.0,5.0,3.0,4.0,3.0
10,2020,5,15,3.0,4.0,1.0,3.0,1.0,3.0,4.0,6.0,8.0,9.0,5.0,2.0,8.0,7.0,7.0,6.0,8.0,11.0,8.0,5.0,5.0,4.0,5.0,3.0
12,2020,5,15,26.0,16.0,16.0,16.0,16.0,18.0,48.0,130.0,60.0,42.0,23.0,29.0,27.0,22.0,28.0,39.0,33.0,41.0,39.0,25.0,26.0,34.0,27.0,26.0
14,2020,5,15,61.78,66.41,60.32,61.22,55.52,46.05,24.67,11.27,29.15,37.73,66.53,69.08,70.79,81.88,83.35,66.4,70.0,55.94,53.59,63.34,58.41,58.14,54.39,50.13
6,2020,5,16,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2
7,2020,5,16,5.0,5.0,9.0,5.0,7.0,5.0,5.0,7.0,9.0,11.0,9.0,9.0,9.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0
8,2020,5,16,12.0,11.0,18.0,8.0,11.0,9.0,9.0,16.0,19.0,21.0,15.0,15.0,14.0,11.0,12.0,11.0,7.0,9.0,9.0,13.0,17.0,20.0,17.0,11.0
9,2020,5,16,4.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,8.0,6.0,5.0,6.0,5.0,3.0,3.0,2.0,3.0,5.0,7.0,4.0,7.0
