"sex","age","hab","prov","ccaa","edu","cs","p1_1","p1_2","p1_3","p1_4","p1_5","p1_6","p1_7","p1_8","p1_9","p1_10","p2_1","p2_2","p2_3","p3_1","p3_2","p3_3","p3_4","p3_5","p3_6","p4_1","p4_2","p4_3","p4_4","p4_5","p4_6","p4_7","p4_8","p4_9","p5_1","p5_2","p5_3","p5_4","p5_5","p5_6","p5_7","p5_8","p5_9","p5_10","p5_11","p5_12","p6","p7","p8","p9","label"
1,3,5,30,14,4,6,4,4,5,5,2,6,3,2,4,6,3,3,4,1,2,3,2,2,3,3,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,18,15,18,1
2,1,5,17,9,4,1,5,5,5,5,5,5,5,5,3,4,3,4,4,2,2,3,2,2,3,4,4,3,1,2,3,2,3,4,1,1,6,2,1,4,2,1,1,6,1,1,10,7,7,18,1
2,5,1,23,1,4,6,4,4,4,5,5,4,5,4,4,4,4,4,3,3,4,4,4,3,4,3,3,2,2,2,2,2,2,2,4,4,4,4,4,5,5,4,4,4,5,5,10,4,4,4,5
2,4,3,48,16,6,3,4,2,3,1,3,2,3,1,4,3,3,4,2,2,2,2,2,1,1,2,3,2,3,2,2,2,3,2,5,2,2,2,5,5,5,5,5,5,5,5,10,2,2,2,3
2,3,1,40,7,4,4,4,4,5,4,4,4,3,3,3,3,4,5,5,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,4
2,5,3,38,5,5,4,3,2,3,4,3,1,3,1,2,1,3,4,1,1,2,2,1,2,2,4,4,2,2,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,18,2,3,2
2,6,2,8,9,3,5,3,6,6,6,6,6,6,6,3,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,8,8,19,1
2,4,1,50,2,4,6,4,5,4,5,6,5,6,1,6,6,5,5,6,2,2,5,2,2,5,5,3,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,99,18,16,1,4
2,2,2,41,1,7,4,3,3,5,3,5,4,3,1,4,3,5,4,4,2,2,2,2,2,2,4,3,3,3,2,2,2,2,2,5,5,6,5,4,4,5,4,2,5,5,5,5,12,15,4,5
1,6,2,36,12,1,7,4,1,3,2,2,5,1,1,3,2,1,1,1,2,2,2,1,1,2,3,3,2,2,2,2,2,1,2,6,6,3,6,3,6,6,6,3,3,6,3,0,17,15,18,1
2,3,5,38,5,6,2,3,5,5,5,5,4,5,5,4,3,5,5,4,3,4,4,3,3,3,2,1,2,3,3,3,2,3,3,5,5,4,4,4,4,5,4,5,4,5,4,10,4,4,4,5
1,3,4,33,3,4,5,1,2,3,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,3
1,6,5,28,13,3,5,3,4,4,4,4,3,4,1,3,3,3,5,3,2,3,3,3,2,3,3,3,2,2,2,2,2,3,2,6,6,1,1,1,1,1,1,6,6,1,1,5,1,1,1,4
1,2,5,18,1,7,2,2,2,4,5,4,3,5,4,3,3,5,4,1,2,2,3,2,2,2,3,3,2,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,18,15,4,5
2,3,5,3,10,4,3,4,3,3,5,3,4,1,1,2,2,4,4,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,5,2,2,2,1,1,6,1,3,6,5,1,7,1,1,1,4
2,2,5,41,1,5,3,3,3,3,4,4,4,3,2,3,3,4,4,3,2,2,2,3,3,3,2,3,2,2,2,2,2,2,1,1,1,1,1,1,5,5,5,5,1,1,1,8,1,1,1,4
2,5,3,11,1,6,2,5,3,5,4,4,4,4,2,3,3,5,5,3,2,2,3,3,3,3,3,3,2,3,2,2,2,2,2,1,6,1,1,1,1,6,1,5,6,6,1,10,1,1,1,4
2,2,2,36,12,7,1,4,4,4,5,4,5,5,4,4,6,4,4,3,5,5,3,3,2,2,4,3,2,2,2,2,2,1,1,5,5,6,5,4,5,6,4,6,5,1,1,10,18,16,20,1
1,4,3,46,10,5,3,4,4,5,3,3,4,3,3,3,3,4,4,2,2,2,3,5,2,2,4,4,2,2,2,1,1,2,2,5,5,5,5,5,5,5,4,3,5,5,5,10,3,3,3,2
1,3,4,8,9,6,1,4,4,2,3,2,3,1,3,2,2,3,2,1,2,2,1,2,1,1,4,3,1,2,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,9,18,16,1,4
2,6,2,4,1,4,4,3,4,3,1,3,1,3,1,2,3,3,4,1,1,1,1,1,1,1,3,4,1,1,1,2,1,1,1,5,2,2,2,2,5,2,2,3,2,3,2,10,5,5,2,3
2,3,6,41,1,4,4,2,1,4,5,3,1,3,1,1,1,1,4,1,2,2,1,2,1,2,4,4,1,2,1,1,1,1,2,3,2,2,2,4,2,3,3,3,5,3,3,10,5,2,5,6
2,3,5,20,16,5,4,4,5,5,2,4,5,5,1,3,2,5,5,5,2,2,2,3,2,2,2,3,2,4,3,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,12,4,5
1,6,1,45,8,6,4,3,3,4,1,2,3,1,1,1,1,2,5,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,6,2,2,2,2,2,2,10,2,2,2,3
1,1,5,8,9,4,6,4,4,5,6,4,5,6,3,6,6,4,5,5,5,2,2,3,2,2,5,5,2,2,5,5,5,5,2,6,6,6,6,4,6,6,6,4,6,6,6,7,4,4,4,5
2,3,1,28,13,4,4,5,4,5,5,5,3,4,4,5,4,5,4,4,3,3,4,3,2,2,2,2,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,6,6,1,4
1,6,6,46,10,8,2,3,2,2,2,6,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,2,2,2,2,2,1,2,2,6,3,6,3,6,6,6,3,3,3,3,3,10,5,5,5,6
1,5,5,47,7,4,4,3,3,3,2,3,4,3,2,3,2,4,3,2,2,2,3,3,2,3,3,3,2,3,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
2,3,2,7,4,4,7,5,5,3,5,4,5,4,3,4,3,5,5,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,1,4,1,1,4,4,1,4,4,4,1,1,10,4,4,4,5
1,4,5,37,7,6,1,4,4,4,5,4,3,5,4,4,4,3,5,4,3,3,2,4,3,3,3,3,4,4,3,4,3,2,4,1,1,1,1,1,1,1,1,1,4,1,1,6,1,1,1,4
1,4,2,33,3,5,4,4,5,4,5,4,4,3,2,3,2,4,5,3,2,2,3,2,2,3,3,4,2,2,3,3,3,2,2,5,2,5,2,4,1,6,1,2,5,5,5,5,6,6,1,4
2,2,2,10,11,5,4,4,3,2,4,6,4,6,6,3,3,5,5,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,6,2,2,2,2,6,6,2,6,2,6,2,10,2,2,3,2
2,4,1,45,8,5,3,5,5,5,4,5,3,2,1,5,3,4,4,4,3,3,3,3,3,3,4,4,2,2,2,4,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,6,1,4
1,5,6,28,13,4,2,3,4,3,2,3,3,1,1,3,2,1,3,1,1,2,1,1,1,1,3,2,2,2,2,2,1,1,2,2,2,2,2,6,6,2,6,6,6,2,2,10,2,2,2,3
2,5,1,28,13,4,4,2,5,4,5,3,4,3,1,2,1,1,4,3,2,2,2,1,1,1,5,5,1,2,2,5,1,2,1,2,5,5,5,5,6,5,5,2,5,2,5,5,2,2,2,3
2,4,6,8,9,4,3,4,3,4,5,3,4,3,5,3,1,5,3,3,2,3,3,3,3,3,5,5,2,5,2,5,2,2,2,1,1,6,1,1,1,1,1,1,1,1,1,10,1,1,1,4
2,3,6,28,13,7,4,4,3,4,5,4,3,5,1,3,3,5,4,3,1,2,3,2,2,2,3,3,2,2,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,10,14,14,18,1
2,6,5,28,13,3,5,5,4,5,5,4,5,5,3,5,5,5,5,3,3,3,4,3,3,4,3,3,4,3,3,3,3,2,3,1,1,1,4,4,4,1,1,1,1,4,1,10,18,3,3,2
1,3,1,45,8,3,4,4,6,5,6,4,6,5,6,4,5,5,5,4,3,2,3,2,3,3,4,5,5,4,4,3,4,3,5,1,1,1,1,1,1,1,3,1,1,1,1,6,1,1,1,4
2,4,6,29,1,4,5,4,5,5,5,1,4,1,1,3,3,2,1,1,2,1,2,1,1,1,4,4,2,2,1,1,1,2,2,5,6,5,5,4,5,6,4,2,5,1,5,9,4,4,1,4
1,6,6,46,10,5,4,5,5,5,5,5,5,5,2,5,5,5,5,3,3,3,3,4,3,3,4,4,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
1,4,1,36,12,7,1,4,4,1,4,2,4,3,1,3,4,3,4,4,2,2,2,2,1,2,5,4,3,1,2,1,2,2,2,2,2,2,2,5,2,2,5,2,2,2,2,7,18,2,1,4
1,5,5,35,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,9,3,3,3,2
1,4,4,29,1,7,4,3,2,3,3,3,1,3,2,2,2,3,3,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,6,5,5,5,5,5,5,5,5,0,17,16,18,1
1,3,1,4,1,4,6,5,5,4,4,4,4,4,6,4,4,3,3,3,2,2,3,3,5,3,2,2,2,2,2,2,2,2,2,5,6,6,6,4,6,6,4,6,6,6,6,0,17,4,18,1
2,2,3,46,10,4,6,5,4,5,5,3,3,5,1,3,4,4,2,2,4,1,1,1,1,1,2,2,1,1,1,1,2,1,1,3,5,1,3,1,5,5,4,4,3,3,3,10,5,5,5,6
2,4,3,10,11,4,5,4,4,5,5,6,5,3,6,4,4,4,4,4,5,5,5,2,1,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,99,18,2,2,3
1,5,5,8,9,6,4,5,5,5,3,3,2,4,3,3,4,5,4,4,5,2,4,3,3,3,3,5,2,2,1,1,5,3,2,1,1,1,6,1,5,6,6,5,1,1,1,10,1,15,1,4
2,4,5,35,5,6,5,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,8,18,16,3,2
1,3,4,29,1,4,6,5,1,1,5,4,1,1,1,1,3,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,99,17,16,19,1
2,1,6,50,2,7,1,2,3,3,5,4,5,4,2,3,3,4,4,3,2,3,2,2,1,2,4,2,2,3,3,1,2,3,2,5,5,2,1,4,1,2,4,5,6,4,1,8,18,16,3,2
2,3,4,8,9,4,3,5,5,5,4,5,4,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,4
2,1,4,28,13,4,4,4,4,5,4,4,4,4,1,4,4,3,3,4,2,2,3,2,2,2,2,1,2,3,3,2,2,2,2,6,6,6,6,5,6,6,6,2,5,5,6,10,19,17,18,1
1,5,6,28,13,7,1,3,1,4,1,3,1,1,1,1,1,1,4,2,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,10,5,5,2,3
1,6,6,28,13,6,3,4,3,3,5,2,5,2,2,2,4,4,4,4,2,2,1,1,1,2,3,3,2,3,2,1,1,3,1,6,2,6,6,1,6,6,1,1,1,6,1,7,18,16,1,4
2,4,1,5,7,4,4,4,4,3,4,3,4,5,3,3,3,3,3,3,5,5,5,5,2,5,3,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,99,18,16,4,5
2,5,3,46,10,6,2,4,5,4,4,4,4,4,4,3,4,4,1,3,2,2,2,2,1,2,3,4,2,2,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,16,15,3,2
1,5,5,7,4,3,4,4,4,4,6,4,3,4,1,4,4,4,4,4,2,3,5,3,5,5,3,3,3,2,2,2,2,2,2,6,6,6,6,6,6,6,6,1,6,6,6,5,18,16,19,1
1,6,1,31,15,3,6,5,5,5,5,5,5,5,2,4,3,5,5,3,3,3,3,3,3,3,4,4,2,3,2,2,2,3,2,1,1,1,1,1,1,1,1,5,1,1,1,10,1,1,1,4
1,3,6,41,1,4,4,5,5,3,4,5,4,5,1,5,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,19,17,20,1
2,2,1,3,10,4,5,4,4,3,4,4,5,4,1,3,3,4,4,4,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,8,18,16,4,5
1,6,6,29,1,6,4,4,5,5,4,5,4,1,1,2,4,1,3,2,2,2,2,1,1,2,3,2,1,2,2,2,1,2,1,5,5,2,3,4,2,2,5,3,2,3,2,10,5,5,1,4
1,2,1,7,4,3,5,5,5,5,4,6,4,2,6,6,6,5,4,4,1,2,3,3,3,3,2,2,3,4,3,3,2,3,3,6,4,1,4,4,4,1,4,6,1,1,1,10,1,4,4,5
1,4,1,12,10,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,5,1,1,1,10,1,1,1,4
1,6,2,4,1,6,3,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,5,3,3,3,2,5,5,2,3,2,3,3,10,5,5,2,3
2,1,6,41,1,4,3,6,1,6,6,6,3,4,6,4,1,3,2,3,5,5,5,5,5,5,4,3,1,1,1,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,7,19,5,20,1
1,3,5,28,13,6,1,5,2,3,4,3,3,3,3,3,3,4,4,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,8,15,16,1,4
1,3,2,13,8,3,6,3,2,2,3,1,2,3,1,2,1,4,3,2,3,2,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,5
2,6,5,39,6,4,6,5,5,5,5,5,5,5,6,5,5,5,4,4,3,3,3,3,3,4,4,3,3,5,5,3,3,4,5,4,4,6,4,4,4,5,4,4,4,6,4,10,4,4,4,5
1,1,4,27,12,3,4,3,6,3,1,4,3,2,4,5,4,4,4,4,1,3,2,2,2,3,4,3,3,5,2,3,3,4,3,3,3,2,2,3,4,1,4,2,1,2,1,6,2,2,2,3
1,3,3,6,11,6,2,4,3,5,5,5,5,5,5,5,2,3,5,3,4,4,3,4,3,4,2,2,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,10,12,12,4,5
2,3,2,39,6,7,4,4,4,3,4,3,4,3,3,3,3,4,3,3,2,2,3,5,2,5,2,2,2,2,1,1,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,10,18,1,1,4
2,2,1,6,11,4,6,4,3,2,5,2,6,6,2,3,3,4,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,4
1,3,5,28,13,6,3,1,2,3,3,4,6,4,6,2,3,5,5,3,3,3,3,3,3,4,4,4,1,1,1,1,1,4,2,1,1,4,1,4,1,1,4,1,4,4,4,10,4,4,1,4
1,5,1,39,6,3,3,2,3,2,2,1,1,1,1,2,2,1,4,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,10,18,1,1,4
2,2,1,23,1,4,2,5,5,5,4,4,4,1,1,3,1,5,5,5,1,1,4,2,2,1,4,4,1,2,1,1,2,1,2,1,5,1,1,5,5,1,5,1,5,5,1,10,1,1,1,4
1,4,4,28,13,6,2,4,5,5,1,3,3,3,3,2,1,4,5,4,2,3,2,5,3,3,2,5,3,2,2,2,2,3,4,5,3,5,5,5,5,5,6,3,5,5,5,10,5,5,5,6
1,6,3,30,14,4,2,5,5,5,5,4,5,5,1,6,3,5,4,1,1,2,3,2,2,2,3,3,2,2,2,2,2,2,2,5,5,1,5,1,5,5,1,5,5,1,5,10,15,1,1,4
2,2,1,7,4,7,2,5,5,5,5,5,5,5,2,5,6,5,5,1,2,3,3,2,2,2,5,5,2,2,2,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,10,16,12,1,4
2,3,4,3,10,4,4,6,4,6,5,2,2,6,6,2,2,3,1,1,5,5,2,2,1,2,5,5,2,2,2,5,2,5,2,6,6,6,6,6,6,6,6,6,6,6,6,5,3,3,5,6
2,5,2,17,9,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,6
2,1,4,4,1,5,1,4,5,4,4,5,5,5,2,5,5,5,5,4,2,3,3,2,2,3,3,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,18,1
2,6,1,28,13,6,5,5,5,3,1,4,3,2,1,5,1,3,4,1,1,1,1,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,10,2,2,2,3
1,3,5,30,14,4,3,5,5,4,5,4,5,5,4,5,5,5,5,5,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,18,16,18,1
1,6,1,41,1,7,2,3,5,5,5,1,4,1,1,6,2,2,4,3,1,2,1,1,1,1,4,4,3,2,1,1,2,4,2,6,2,3,2,3,3,2,3,3,2,2,2,10,5,5,3,2
1,4,4,4,1,4,5,3,3,3,3,2,2,1,1,2,2,3,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,3,2
1,3,1,45,8,4,4,4,5,5,5,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,2,2,4,3,4,3,4,4,3,1,1,1,1,4,1,4,4,4,1,4,4,10,1,1,1,4
1,1,5,28,13,5,3,4,2,4,4,3,4,4,5,5,4,5,5,5,2,3,2,2,3,3,3,4,4,4,3,3,4,3,4,2,1,1,3,1,3,3,2,2,1,3,3,7,1,1,1,4
2,2,3,9,7,4,4,5,3,5,5,4,5,4,3,5,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1,4,1,1,1,1,1,3,4,3,10,4,1,1,4
2,3,2,27,12,7,4,5,5,5,4,4,4,4,1,4,4,3,3,4,2,2,2,2,2,2,3,4,3,3,4,3,4,2,4,1,5,5,5,5,5,5,5,2,5,5,5,5,18,16,1,4
2,4,5,31,15,5,2,3,1,2,4,2,2,2,1,3,2,1,2,1,1,1,1,1,1,1,4,2,1,4,2,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,99,18,5,5,6
2,3,2,2,8,6,3,5,4,4,5,6,4,4,4,4,6,4,4,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,4,5,5,4,4,5,5,4,4,5,5,5,10,6,15,4,5
1,6,6,41,1,5,2,2,3,4,4,3,3,2,1,1,2,1,3,1,2,1,1,1,1,1,3,3,1,2,2,2,1,3,2,2,2,2,2,5,5,5,5,3,5,2,5,10,18,15,5,6
2,5,3,41,1,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,3,3,3,3,3,4,3,3,2,2,2,2,2,2,2,1,4,1,4,4,1,4,4,4,4,4,4,10,4,4,4,5
1,2,4,5,7,6,4,3,2,3,3,3,3,2,4,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,4,18,16,20,1
1,3,3,21,1,4,4,4,1,2,5,2,4,1,1,1,3,1,2,2,1,1,2,1,1,1,1,1,1,2,3,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,0,17,15,18,1
1,5,5,25,9,3,7,4,3,3,4,3,3,3,2,3,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,19,17,20,1
1,6,1,25,9,4,6,4,4,4,1,6,6,6,1,6,6,4,4,6,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,1,5,1,9,1,1,1,4
1,5,2,7,4,4,6,3,5,5,6,3,4,2,3,3,3,3,3,4,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,5,2,2,2,1,6,2,1,2,2,1,2,99,18,16,1,4
1,6,5,47,7,4,2,3,3,5,1,2,3,2,1,6,2,1,4,1,2,2,2,1,1,1,3,2,1,2,2,1,1,3,1,5,2,6,2,2,5,6,5,5,5,4,5,10,3,3,3,2
2,5,3,38,5,5,3,5,4,5,5,4,4,4,4,5,5,4,4,4,2,2,2,2,2,3,4,4,3,3,2,3,3,2,3,1,6,6,2,2,6,6,3,6,6,6,2,7,2,1,18,1
2,5,1,45,8,4,4,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,3,2,2,2,2,2,2,3,2,2,2,10,2,2,2,3
2,6,5,15,12,3,6,5,5,5,5,4,4,4,4,5,5,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,5,4,4,4,4,4,4,4,5,4,4,4,10,4,4,4,5
2,6,3,42,7,5,6,3,3,4,4,3,2,3,1,3,2,4,4,4,2,2,2,2,1,2,2,3,2,2,2,2,1,1,2,5,3,2,5,2,5,5,2,3,2,5,2,7,2,2,18,1
2,2,6,28,13,7,5,4,2,4,1,3,2,5,1,3,1,5,5,3,1,1,2,1,2,2,4,3,1,2,1,2,2,2,1,1,2,5,5,5,1,2,4,5,5,5,5,10,3,3,3,2
2,3,5,38,5,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,6
2,3,4,46,10,3,6,5,4,5,5,3,4,3,2,2,1,5,1,1,1,1,1,1,1,1,3,3,1,1,2,1,2,1,1,5,6,5,5,5,6,6,5,5,5,6,6,7,19,17,5,6
2,5,5,12,10,4,5,3,4,4,4,3,3,3,2,3,4,5,5,4,2,3,3,3,3,3,5,5,2,2,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
1,6,2,38,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3,2,1,4,3,3,3,3,4,3,1,4,4,4,4,4,4,4,4,4,4,4,10,4,4,18,1
1,2,6,8,9,4,4,5,5,4,4,5,5,3,3,4,3,5,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,6,4,4,4,5
1,4,5,47,7,5,4,3,3,3,4,4,3,3,2,3,3,3,4,4,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,5,2,6,1,1,1,10,1,1,1,4
1,5,6,41,1,6,4,3,1,3,2,2,3,2,1,3,3,1,2,2,2,4,1,1,1,2,2,1,1,2,2,1,2,3,1,5,1,1,3,5,5,2,6,5,5,5,3,3,18,5,3,2
2,4,2,36,12,6,1,5,4,5,4,5,5,2,1,2,2,5,5,5,2,3,3,3,3,3,5,2,4,4,2,3,2,2,3,6,1,1,1,1,5,6,1,1,6,5,1,8,1,1,1,4
1,5,5,28,13,5,2,3,4,5,4,3,3,3,1,3,3,1,5,1,3,2,1,1,1,1,2,3,2,1,1,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,18,1
2,4,3,8,9,8,6,5,3,3,4,1,3,3,1,3,1,4,3,1,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,5,3,2,2,2,5,3,3,3,5,5,3,10,5,2,2,3
1,2,2,28,13,4,2,2,1,4,5,3,2,3,1,3,2,1,4,2,2,2,2,1,1,1,3,3,5,4,4,3,2,3,3,1,2,2,2,3,2,2,2,2,3,2,3,9,16,2,3,2
1,5,6,46,10,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,4,4,3,3,4,3,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,5
2,6,6,46,10,4,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,6
2,5,3,15,12,4,2,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,5
2,5,4,35,5,4,4,5,5,5,5,5,5,5,1,5,5,5,5,3,3,3,3,4,3,3,3,2,3,3,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
1,6,5,35,5,6,4,4,2,3,4,3,3,1,1,3,3,2,3,3,1,2,2,1,2,2,2,2,2,3,2,1,2,2,1,5,2,2,5,5,6,6,5,3,5,6,3,10,18,16,3,2
2,3,5,28,13,4,5,1,2,3,2,1,4,2,1,1,2,2,2,2,1,1,2,1,1,2,3,4,4,4,4,3,3,3,4,3,2,2,3,2,2,3,3,3,3,2,3,10,5,5,5,6
2,2,3,7,4,4,6,5,5,5,5,2,4,5,2,3,3,5,5,2,2,2,3,3,2,2,4,4,2,2,2,2,1,2,1,1,6,6,6,4,4,2,4,5,4,6,1,10,18,4,4,5
2,1,5,47,7,4,3,3,4,6,3,6,2,6,6,3,3,3,4,2,5,2,3,3,3,3,4,5,2,2,2,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,4
2,5,5,3,10,4,4,5,5,5,4,5,3,3,2,3,5,4,4,4,2,1,2,1,1,1,3,3,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,6
2,3,1,15,12,3,4,6,5,5,4,6,4,6,1,1,1,4,4,4,1,1,1,2,2,2,4,3,2,1,2,1,1,2,1,2,2,6,3,2,6,2,6,6,2,2,6,10,2,2,2,3
2,5,3,8,9,5,4,3,3,4,3,3,3,3,1,2,2,4,4,2,2,2,2,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,10,2,2,2,3
1,5,1,28,13,7,3,4,4,4,3,3,3,2,1,1,2,1,5,3,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,3
2,1,5,31,15,6,2,5,5,5,5,3,4,4,1,4,4,3,4,2,2,2,3,2,2,2,1,2,4,3,1,3,2,3,2,1,2,2,2,4,4,3,1,3,2,2,2,10,2,2,3,2
1,3,5,32,12,5,3,4,5,5,4,4,5,3,2,4,3,4,4,5,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
1,3,4,11,1,6,6,4,4,4,3,4,3,3,1,2,4,4,2,3,2,2,2,2,2,2,3,2,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,3
1,6,5,28,13,4,4,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,6
